Datetime,Action,Price,Shares_After,Cash_After,Portfolio_Value,Peak_Ref_After,Trough_Ref_After
2025-01-02 14:30:00+00:00,BUY,93.3500518798828,10.71236683710406,0.0,1000.0,93.3500518798828,
2025-03-04 14:30:00+00:00,SELL,91.48445129394533,0.0,980.0150021519215,980.0150021519215,,91.48445129394533
2025-04-08 13:30:00+00:00,BUY,81.58475494384766,12.012231976751496,0.0,980.0150021519215,81.58475494384766,
2025-04-10 15:30:00+00:00,SELL,78.93681335449219,0.0,948.2073135196955,948.2073135196955,,78.93681335449219
2025-04-15 14:30:00+00:00,BUY,82.91875457763672,11.435378140320358,0.0,948.2073135196955,82.91875457763672,
2025-04-21 13:30:00+00:00,SELL,78.28485107421875,0.0,895.2168746923558,895.2168746923558,,78.28485107421875
2025-04-23 13:30:00+00:00,BUY,82.9388198852539,10.793701621639793,0.0,895.2168746923558,82.9388198852539,
2025-12-31 20:30:00+00:00,FINAL_MARK_TO_MARKET,102.87000274658205,10.793701621639793,0.0,1110.3481154638725,105.86759948730467,
