buy_rise_pct,sell_drop_pct,final_value,return_pct,trades,buys,sells
3.9999999999999996,8.499999999999998,1198.306328711691,19.830632871169108,3,2,1
4.5,8.499999999999998,1198.306328711691,19.830632871169108,3,2,1
5.0,8.499999999999998,1198.306328711691,19.830632871169108,3,2,1
3.9999999999999996,8.999999999999998,1189.771172989933,18.977117298993296,3,2,1
4.5,8.999999999999998,1189.771172989933,18.977117298993296,3,2,1
5.0,8.999999999999998,1189.771172989933,18.977117298993296,3,2,1
3.9999999999999996,9.499999999999998,1185.571403161326,18.557140316132603,3,2,1
4.5,9.499999999999998,1185.571403161326,18.557140316132603,3,2,1
5.0,9.499999999999998,1185.571403161326,18.557140316132603,3,2,1
1.0,10.499999999999998,1183.9864679954292,18.398646799542906,3,2,1
1.0,10.999999999999996,1183.9864679954292,18.398646799542906,3,2,1
1.0,11.499999999999998,1183.9864679954292,18.398646799542906,3,2,1
1.0,11.999999999999998,1183.9864679954292,18.398646799542906,3,2,1
1.0,12.499999999999996,1183.9864679954292,18.398646799542906,3,2,1
1.0,12.999999999999998,1183.9864679954292,18.398646799542906,3,2,1
1.0,13.499999999999998,1183.9864679954292,18.398646799542906,3,2,1
9.499999999999998,4.5,1181.6565103207547,18.16565103207548,3,2,1
9.999999999999998,4.5,1181.6565103207547,18.16565103207548,3,2,1
9.499999999999998,5.0,1181.6565103207547,18.16565103207548,3,2,1
9.999999999999998,5.0,1181.6565103207547,18.16565103207548,3,2,1
9.499999999999998,5.499999999999999,1181.6565103207547,18.16565103207548,3,2,1
9.999999999999998,5.499999999999999,1181.6565103207547,18.16565103207548,3,2,1
9.499999999999998,5.999999999999999,1176.9925785282544,17.699257852825447,3,2,1
9.999999999999998,5.999999999999999,1176.9925785282544,17.699257852825447,3,2,1
3.0,9.999999999999998,1175.0040675058158,17.500406750581575,3,2,1
3.4999999999999996,9.999999999999998,1175.0040675058158,17.500406750581575,3,2,1
3.9999999999999996,9.999999999999998,1175.0040675058158,17.500406750581575,3,2,1
4.5,9.999999999999998,1175.0040675058158,17.500406750581575,3,2,1
5.0,9.999999999999998,1175.0040675058158,17.500406750581575,3,2,1
10.499999999999998,4.5,1174.8884577303331,17.48884577303331,3,2,1
10.499999999999998,5.0,1174.8884577303331,17.48884577303331,3,2,1
10.499999999999998,5.499999999999999,1174.8884577303331,17.48884577303331,3,2,1
1.0,13.999999999999998,1173.9479067216164,17.39479067216163,3,2,1
9.499999999999998,6.499999999999999,1173.235555210365,17.323555521036504,3,2,1
9.999999999999998,6.499999999999999,1173.235555210365,17.323555521036504,3,2,1
1.5,10.499999999999998,1171.6594765840098,17.16594765840098,3,2,1
1.9999999999999998,10.499999999999998,1171.6594765840098,17.16594765840098,3,2,1
1.5,10.999999999999996,1171.6594765840098,17.16594765840098,3,2,1
1.9999999999999998,10.999999999999996,1171.6594765840098,17.16594765840098,3,2,1
1.5,11.499999999999998,1171.6594765840098,17.16594765840098,3,2,1
