x_days,final_value_2024,return_pct_2024,reopt_blocks_2024
20,1189.324869237385,18.9324869237385,32
40,1149.7317248844242,14.973172488442433,32
180,1106.4309342940728,10.64309342940728,32
90,1096.849938498059,9.6849938498059,32
120,1082.2715289923412,8.227152899234124,32
60,1073.5316409759846,7.3531640975984525,32
